,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
TBC1D10A,3.9330453e-10,2.0394371e-10,3.819775e-10,3.39864e-11,1.6308106e-10,3.2731398e-10,2.2310659e-10,1.1897497e-10
SF3A1,2.734461e-10,2.0152079e-10,2.849889e-10,3.402253e-11,1.6293741e-10,2.2470381e-10,2.1559328e-10,1.1458833e-10
GGT5,2.5392488e-10,2.0151003e-10,2.8434713e-10,3.3982837e-11,1.6289267e-10,2.1657212e-10,2.1558752e-10,2.4433042e-10
RNF215,2.5532454e-10,2.0155232e-10,2.873978e-10,3.3984263e-11,1.629859e-10,2.1756744e-10,2.1574711e-10,1.1474668e-10
PPIL2,3.0849048e-10,2.0145931e-10,3.125564e-10,3.4116036e-11,1.6280881e-10,2.420386e-10,2.157035e-10,1.14602314e-10
YPEL1,2.7474892e-10,2.0152158e-10,2.8432867e-10,3.3982577e-11,1.6269923e-10,2.2342511e-10,2.155238e-10,1.1463249e-10
PES1,2.6322045e-10,2.0260339e-10,2.874784e-10,3.4009552e-11,1.6302043e-10,2.2087183e-10,2.16725e-10,1.1747499e-10
MAPK1,0.00018885345,2.0147622e-10,2.893995e-10,3.406558e-11,1.6284173e-10,2.5455285e-10,2.1534916e-10,1.1463949e-10
PPM1F,2.9481542e-10,2.0153618e-10,2.8446753e-10,3.3983226e-11,1.6275169e-10,2.2005607e-10,2.153927e-10,1.3724005e-10
SLC35E4,2.5592228e-10,2.0171807e-10,2.9657451e-10,3.3982383e-11,1.6290821e-10,2.1614666e-10,2.1633802e-10,1.1516459e-10
TOP3B,3.8746845e-10,2.0151157e-10,2.8455546e-10,3.4150606e-11,1.6286814e-10,2.5229263e-10,2.1570927e-10,1.148474e-10
CYTH4,2.781817e-10,2.015185e-10,2.8408148e-10,3.3983098e-11,1.6270638e-10,2.1658492e-10,2.1555176e-10,1.1461894e-10
DGCR14,2.6854005e-10,2.0155692e-10,2.9015618e-10,3.3995674e-11,1.6274702e-10,2.1844772e-10,2.1548803e-10,1.146185e-10
CRYBB2P1,6.572456e-10,2.0152234e-10,3.1513642e-10,3.4537418e-11,1.6278211e-10,4.1091033e-10,2.1548022e-10,1.2044447e-10
MFNG,4.613904e-10,2.0151618e-10,2.8470476e-10,3.3983354e-11,1.6283179e-10,2.164792e-10,2.154979e-10,1.146115e-10
CARD10,2.5348548e-10,2.0150234e-10,3.737273e-10,3.398297e-11,1.6294179e-10,2.3133136e-10,2.1542926e-10,1.1584092e-10
LRP5L,2.7845667e-10,2.0153157e-10,2.9900663e-10,3.401176e-11,1.62902e-10,2.7415165e-10,2.1545352e-10,1.14594445e-10
GRK3,3.2535144e-10,2.0150774e-10,2.845028e-10,3.398251e-11,1.6281719e-10,0.0006067334,2.158072e-10,1.14584404e-10
LGALS2,2.535145e-10,0.0015052382,2.8459454e-10,3.398245e-11,1.628377e-10,2.1638755e-10,2.1548885e-10,1.1460101e-10
GGA1,5.3344484e-10,2.0527449e-10,3.672468e-10,3.4254138e-11,1.6398374e-10,3.2039962e-10,2.2103579e-10,1.1465654e-10
HIRA,3.3241074e-10,2.0153541e-10,4.5223422e-10,3.4180322e-11,1.6284483e-10,3.1058164e-10,2.1745251e-10,1.16222025e-10
LGALS1,2.539094e-10,2.0153579e-10,2.8497257e-10,0.004022921,1.6304437e-10,2.1707543e-10,2.1577264e-10,1.14652614e-10
HPS4,5.0964416e-10,2.0151773e-10,1.6015949e-09,3.4629435e-11,1.6280509e-10,2.6999916e-10,2.1555503e-10,1.1460014e-10
PIK3IP1,8.476724e-10,2.0144932e-10,2.845587e-10,3.3983875e-11,1.6273244e-10,2.1671921e-10,2.1548803e-10,1.146115e-10
SRRD,2.5685337e-10,2.0146623e-10,2.8546873e-10,3.399282e-11,1.6285664e-10,2.1788221e-10,2.1564099e-10,1.1467579e-10
TRIOBP,2.610635e-10,2.0442584e-10,9.108275e-10,3.398245e-11,1.6294052e-10,5.771887e-10,2.2092915e-10,1.231456e-10
TFIP11,2.8507424e-10,2.0339558e-10,2.9459454e-10,3.4082934e-11,1.6397186e-10,2.4028698e-10,2.180847e-10,1.1702504e-10
GCAT,2.5408378e-10,2.0166614e-10,3.023997e-10,3.401721e-11,1.6279483e-10,2.1889024e-10,2.1602713e-10,1.1464036e-10
ANKRD54,2.9365038e-10,2.0148544e-10,2.8440786e-10,3.398271e-11,1.6277155e-10,0.00052210886,2.1569035e-10,1.1464561e-10
EIF3L,2.5388514e-10,2.0149774e-10,2.8470853e-10,0.0007598064,1.6288927e-10,2.1722618e-10,2.15743e-10,1.1463468e-10
SNU13,2.5381058e-10,2.014885e-10,2.8438996e-10,3.398381e-11,1.6280259e-10,2.1664401e-10,0.009053821,1.1458833e-10
MICALL1,2.7000688e-10,2.028791e-10,2.9592132e-10,3.4001378e-11,1.6447615e-10,3.3468767e-10,2.188364e-10,1.1711256e-10
POLR2F,2.5374766e-10,2.0150812e-10,2.8427227e-10,3.398219e-11,0.003930101,2.1650315e-10,2.156344e-10,1.1463117e-10
CCDC134,2.627239e-10,2.0146085e-10,2.8710687e-10,3.398822e-11,1.627343e-10,2.1813669e-10,2.156126e-10,1.1458877e-10
TTC28,2.539055e-10,2.0148007e-10,2.8433517e-10,3.3983486e-11,1.629337e-10,4.506338e-05,2.1569652e-10,3.0708994e-05
SLC5A1,2.5376992e-10,2.0149851e-10,5.203139e-10,3.3982383e-11,1.6280695e-10,2.1665847e-10,2.1563235e-10,1.14579596e-10
TPTEP1,2.543068e-10,2.0151003e-10,2.8481337e-10,3.3987115e-11,1.6293494e-10,2.1637599e-10,2.153734e-10,1.1501225e-10
KDELR3,2.5381736e-10,2.0193018e-10,3.2877434e-10,3.398342e-11,1.6328026e-10,2.2831247e-10,2.1641892e-10,1.15831636e-10
DDX17,2.541206e-10,2.0150466e-10,2.8499814e-10,0.0012255878,1.6290139e-10,2.1684987e-10,2.1572819e-10,1.1459751e-10
DMC1,2.5458438e-10,2.0147851e-10,2.8537672e-10,3.3983486e-11,1.628554e-10,2.1901887e-10,2.1549872e-10,1.1459052e-10
TCF20,0.00025688845,2.0148928e-10,4.597231e-10,3.3982577e-11,1.6270822e-10,4.098497e-10,2.1558916e-10,1.14614124e-10
HSCB,3.8677878e-10,2.047841e-10,3.0307123e-10,3.4082154e-11,1.6418748e-10,4.416352e-10,2.1760396e-10,1.2540928e-10
CBY1,2.7543945e-10,2.0152158e-10,3.5538678e-10,3.402876e-11,1.629309e-10,3.693958e-10,2.1566114e-10,1.14612375e-10
TOMM22,2.531463e-10,2.8959277e-10,2.846499e-10,3.7551413e-11,2.8712382e-10,2.1853941e-10,2.7189576e-10,1.3127348e-10
RSPH14,2.5366056e-10,2.015085e-10,2.8499542e-10,3.3981932e-11,1.6282217e-10,2.1916052e-10,2.1544694e-10,1.1459926e-10
XBP1,2.5433394e-10,2.0151235e-10,2.8437858e-10,3.3983226e-11,0.003761336,2.1650397e-10,2.1559286e-10,1.1460494e-10
RTCB,2.5359284e-10,2.0145546e-10,2.8440406e-10,3.3983098e-11,1.6285291e-10,2.1664277e-10,2.1559657e-10,0.0006119278
JOSD1,9.182952e-10,2.0154232e-10,4.47096e-10,3.4276686e-11,1.6274113e-10,4.678328e-10,2.1571832e-10,1.14590955e-10
FBXO7,2.5377378e-10,2.0146354e-10,2.8413458e-10,3.398245e-11,1.6278211e-10,2.1648829e-10,0.0018506813,1.1461762e-10
GTPBP1,3.8473336e-10,2.0160999e-10,4.4944726e-10,3.420928e-11,1.6272127e-10,2.4164096e-10,2.1924332e-10,1.1462287e-10
POLDIP3,3.376596e-10,2.0148275e-10,4.287617e-10,3.4000733e-11,1.6295544e-10,3.143704e-10,2.1562864e-10,1.14617184e-10
RAB36,2.5363348e-10,2.0151503e-10,2.8626151e-10,3.398433e-11,1.6278459e-10,2.2035343e-10,2.1542844e-10,1.14612375e-10
PPP6R2,6.4068956e-10,2.0148044e-10,2.84384e-10,3.3986598e-11,1.6277278e-10,0.0006424965,2.1542557e-10,1.1458395e-10
SBF1,3.9865478e-10,2.0146967e-10,3.2625685e-10,3.4044406e-11,1.6277839e-10,2.5813326e-10,2.1536066e-10,1.14607566e-10
SUN2,3.4154993e-10,2.0194559e-10,2.843699e-10,3.4017466e-11,1.6302353e-10,2.6863275e-10,2.1658987e-10,1.146478e-10
CYB5R3,2.537496e-10,2.0151734e-10,2.8477534e-10,3.398297e-11,1.6293618e-10,2.1663327e-10,2.1573972e-10,0.0021344554
RHBDD3,2.5883928e-10,2.0172039e-10,2.9760128e-10,3.3982837e-11,1.6294706e-10,2.2454914e-10,2.1662044e-10,1.1644968e-10
PACSIN2,2.5339075e-10,2.015108e-10,0.0030064096,3.647301e-11,1.6279639e-10,2.4362448e-10,2.1535902e-10,1.1459358e-10
TTLL1,2.595779e-10,2.0154464e-10,2.977756e-10,3.4007606e-11,1.6289765e-10,2.289605e-10,2.1558505e-10,1.1460713e-10
AP1B1,5.96956e-10,2.0149696e-10,2.8439376e-10,3.3982837e-11,1.6277155e-10,0.00070225087,2.1550448e-10,1.14621125e-10
HMGXB4,5.3712235e-10,2.0717157e-10,3.6861175e-10,3.4374236e-11,1.6773681e-10,3.254607e-10,2.241251e-10,1.2474083e-10
TOM1,0.00088009896,2.0151157e-10,2.841931e-10,3.3983292e-11,1.6278023e-10,2.165527e-10,2.1556162e-10,1.14583086e-10
CHKB,2.6483193e-10,2.0151388e-10,2.9523692e-10,3.4005597e-11,1.6285975e-10,2.3883945e-10,2.1552626e-10,1.1460101e-10
BIK,2.5391905e-10,2.0150774e-10,3.7493464e-10,3.3983226e-11,1.6284919e-10,2.1670145e-10,2.1560233e-10,1.1461194e-10
HMOX1,0.0006919574,2.015108e-10,2.844735e-10,3.3983098e-11,1.6289578e-10,2.1685569e-10,2.1561877e-10,1.145962e-10
MCAT,2.5419042e-10,2.0164498e-10,3.1905556e-10,3.400709e-11,1.6300457e-10,2.2734646e-10,2.157644e-10,1.14586146e-10
THOC5,3.1029387e-10,2.0335097e-10,2.882295e-10,3.405512e-11,1.6344291e-10,2.3756278e-10,2.1658947e-10,1.1784303e-10
MCM5,2.8548017e-10,2.0149274e-10,2.8443717e-10,3.3998526e-11,1.6258786e-10,2.3089318e-10,2.155275e-10,1.14638174e-10
ARSA,2.6276398e-10,2.026003e-10,2.881388e-10,3.4031354e-11,1.6352086e-10,2.2533127e-10,2.1709363e-10,1.14853536e-10
TTLL12,2.5656546e-10,2.0152002e-10,5.432372e-10,3.4032263e-11,1.6292655e-10,2.1823575e-10,2.1557602e-10,1.146115e-10
CBX7,2.9056932e-10,2.0151926e-10,2.8418878e-10,3.4003973e-11,1.6278708e-10,2.345355e-10,2.1556285e-10,1.14619376e-10
ZMAT5,3.005705e-10,2.0154385e-10,2.8429287e-10,3.4015325e-11,1.6273553e-10,2.5345456e-10,2.1552256e-10,1.1459139e-10
RBFOX2,2.5363928e-10,2.0147391e-10,2.8455546e-10,3.398232e-11,1.6284546e-10,6.530308e-10,2.1539598e-10,0.0004943039
SYNGR1,2.5335692e-10,2.014716e-10,2.844507e-10,3.3983226e-11,1.6274578e-10,0.0012407165,2.1542229e-10,1.145927e-10
TAB1,3.4564718e-10,2.0207427e-10,2.900228e-10,3.4203213e-11,1.6303814e-10,2.635706e-10,2.1560233e-10,1.1610282e-10
ASCC2,2.9679012e-10,2.0149467e-10,2.847922e-10,3.398206e-11,0.00046368336,2.1618542e-10,2.1562618e-10,1.14598386e-10
MTMR3,3.1724662e-10,2.0144318e-10,0.0011300376,3.3982255e-11,1.627014e-10,2.7630082e-10,2.1550364e-10,1.1461762e-10
MIEF1,2.544145e-10,2.0194867e-10,2.8457717e-10,3.403668e-11,1.6315449e-10,2.184123e-10,2.1600405e-10,1.1462243e-10
APOL1,2.5366734e-10,2.0149274e-10,2.8424732e-10,3.3981606e-11,1.628498e-10,2.1645606e-10,0.0024940192,1.14609315e-10
MYH9,2.5380767e-10,2.0152002e-10,2.8439812e-10,0.000984611,1.6290076e-10,3.050797e-10,2.1559081e-10,1.1462505e-10
SAMM50,3.6938522e-10,2.0154156e-10,3.2871542e-10,3.4252965e-11,1.6266882e-10,2.761691e-10,2.1561836e-10,1.1461281e-10
TXN2,2.5381156e-10,2.0151311e-10,2.8428312e-10,3.3983098e-11,1.6273212e-10,0.0026107738,2.1553077e-10,1.14604506e-10
FOXRED2,2.5425442e-10,2.0158616e-10,2.85945e-10,3.3985172e-11,1.6292188e-10,2.1851272e-10,2.1573271e-10,1.1465698e-10
GRAP2,1.886197e-09,2.0150043e-10,2.843699e-10,3.3983098e-11,1.6274393e-10,2.166283e-10,2.1545515e-10,1.1461588e-10
EIF3D,2.5439897e-10,2.014716e-10,2.838491e-10,0.0004053493,1.628352e-10,2.1672583e-10,2.1559739e-10,1.1462287e-10
TNRC6B,0.0019571795,2.0148928e-10,2.8457933e-10,3.3983746e-11,1.6285354e-10,3.0474934e-10,2.1608729e-10,1.1460101e-10
KIAA0930,3.233347e-10,2.0469466e-10,2.9565503e-10,3.4108424e-11,1.6600347e-10,2.4622934e-10,2.2009385e-10,1.1535541e-10
SLC25A17,8.44213e-10,2.0215755e-10,3.2104622e-10,3.447338e-11,1.6332449e-10,1.0712231e-09,2.1610708e-10,1.227418e-10
FAM118A,0.00050025224,2.0147391e-10,2.8444855e-10,3.3983098e-11,1.6286658e-10,2.4901778e-10,2.1545021e-10,1.1534837e-10
ST13,2.543359e-10,2.0147391e-10,2.8437966e-10,3.3983098e-11,1.628818e-10,0.0035614127,2.15627e-10,1.1460844e-10
RBX1,2.5419528e-10,0.009367886,2.8471128e-10,3.398297e-11,1.629483e-10,2.1676842e-10,2.1569774e-10,1.1463905e-10
EP300,5.6180105e-10,2.0148312e-10,2.8432218e-10,3.3982903e-11,0.0005962739,2.9277958e-10,2.1539105e-10,1.1460844e-10
L3MBTL2,2.5750774e-10,2.0200339e-10,2.9265787e-10,3.398854e-11,1.6314577e-10,2.2000446e-10,2.1601725e-10,1.14914016e-10
RANGAP1,3.7878595e-10,2.0149928e-10,5.787011e-10,3.4183847e-11,1.6284112e-10,2.9487335e-10,2.1561714e-10,1.14609315e-10
ZC3H7B,2.536499e-10,2.0147084e-10,2.842636e-10,3.398271e-11,1.6262694e-10,2.372743e-10,2.1553695e-10,0.00036077344
PHF5A,0.0021278034,2.0150812e-10,2.8391464e-10,3.3983292e-11,1.6278241e-10,2.1662253e-10,2.155867e-10,1.14594896e-10
ACO2,2.5319072e-10,2.0149851e-10,2.8447622e-10,3.3982255e-11,0.0012696767,2.1660061e-10,2.1542967e-10,1.14607566e-10
POLR3H,2.6013897e-10,2.0183623e-10,2.9603647e-10,3.4013316e-11,1.6299088e-10,2.3630284e-10,2.1586402e-10,1.1459969e-10
TRMU,2.8053468e-10,2.0155155e-10,3.101489e-10,3.4060706e-11,1.6286753e-10,2.2287691e-10,2.1565086e-10,1.1475149e-10
PMM1,2.8724215e-10,2.0148122e-10,2.8438127e-10,3.4124564e-11,1.6288894e-10,3.81017e-10,2.1563605e-10,1.1462637e-10
DESI1,0.001022774,2.015185e-10,2.8445019e-10,3.398271e-11,1.6278211e-10,2.1664606e-10,2.1567965e-10,1.1463599e-10
CERK,3.4410266e-10,2.0148891e-10,2.8460864e-10,3.398342e-11,1.6278334e-10,0.0003944021,2.1554189e-10,1.1458877e-10
BRD1,3.6548167e-10,2.0154232e-10,3.4265069e-10,3.4083777e-11,1.6273026e-10,8.3831136e-10,2.1555462e-10,1.1457828e-10
ZBED4,3.015467e-10,2.0148928e-10,2.8516722e-10,3.403603e-11,1.6271755e-10,2.2262965e-10,2.1546008e-10,1.1460057e-10
FKBP3,2.9914754e-10,2.2085245e-10,2.9336486e-10,3.4722492e-11,1.8162047e-10,2.932692e-10,2.3160153e-10,1.1758707e-10
RBM23,2.9210745e-10,2.0149235e-10,2.8440242e-10,3.3982577e-11,1.6278211e-10,0.0009777469,2.1560151e-10,1.1467142e-10
PRMT5,2.557554e-10,2.0236202e-10,2.8869385e-10,3.4033366e-11,1.6367875e-10,2.2497741e-10,2.1644699e-10,1.1494821e-10
COCH,2.5595645e-10,2.0160307e-10,2.856065e-10,3.3995803e-11,1.6307422e-10,2.1805974e-10,2.1590026e-10,1.14867116e-10
AP4S1,4.52487e-10,2.0151773e-10,2.899841e-10,3.408319e-11,1.628992e-10,8.163827e-10,2.1556942e-10,1.1630141e-10
POLE2,2.7674438e-10,2.0249445e-10,3.0342232e-10,3.4055318e-11,1.6375401e-10,2.262723e-10,2.1611038e-10,1.1482988e-10
VCPKMT,3.042934e-10,2.0153386e-10,2.9527353e-10,3.4113372e-11,1.6284793e-10,2.2275877e-10,2.1564263e-10,1.15222595e-10
SOS2,5.115803e-10,2.0147775e-10,2.8439484e-10,3.4112067e-11,1.6278397e-10,0.00059367006,2.1565702e-10,1.1597091e-10
CDKL1,2.6486427e-10,2.0149428e-10,3.1568506e-10,3.4053562e-11,1.62806e-10,2.168412e-10,2.1546995e-10,1.1723102e-10
NIN,0.00055050536,2.0150542e-10,2.8436825e-10,3.3983098e-11,1.6280663e-10,2.1688587e-10,2.1555216e-10,1.14617184e-10
PYGL,2.6987715e-10,2.0184393e-10,2.9166877e-10,3.405629e-11,1.6355205e-10,2.1632152e-10,2.1636731e-10,1.1801983e-10
TRIM9,2.5374575e-10,2.015185e-10,2.8614688e-10,3.3986987e-11,1.6291629e-10,2.1825822e-10,2.1538119e-10,1.1465654e-10
PSMC6,2.5389094e-10,2.0148774e-10,2.8472538e-10,3.398271e-11,0.0024073145,2.1617634e-10,2.1564633e-10,1.146185e-10
GNPNAT1,2.7082697e-10,2.0609717e-10,3.0077985e-10,3.4139275e-11,1.6956682e-10,2.1440416e-09,2.2567623e-10,1.2312776e-10
DDHD1,0.00014627686,2.0149159e-10,2.843113e-10,3.3987892e-11,1.6282745e-10,2.1630377e-10,2.1545433e-10,1.1457916e-10
CDKN3,2.617895e-10,2.016e-10,3.0488714e-10,3.403986e-11,1.6292623e-10,2.1655104e-10,2.1574671e-10,1.1488728e-10
CNIH1,2.53558e-10,2.0149467e-10,2.84809e-10,3.3982837e-11,1.6271785e-10,2.1663203e-10,0.003492257,1.1458965e-10
CGRRF1,3.3128156e-10,2.0150234e-10,2.8740493e-10,3.4118902e-11,1.6284546e-10,2.7033617e-10,2.1556615e-10,1.1653856e-10
ATP6V1D,2.537312e-10,2.0150004e-10,2.84934e-10,3.398297e-11,1.628964e-10,2.1685484e-10,0.002877105,1.1459182e-10
C14orf105,2.5388514e-10,2.0151542e-10,2.848965e-10,3.3984395e-11,1.6285104e-10,3.3800773e-09,2.156233e-10,1.1460844e-10
PLEK2,2.5380187e-10,2.0148544e-10,0.0010170839,3.3983098e-11,1.6251159e-10,2.1606998e-10,2.1555628e-10,1.14604506e-10
PIGH,3.1765957e-10,2.0151157e-10,3.130349e-10,3.4145135e-11,1.6273058e-10,2.58383e-10,2.1562206e-10,1.1460801e-10
LRRC74A,2.5397526e-10,2.0150966e-10,2.8445396e-10,3.3983098e-11,1.6280136e-10,2.1676345e-10,2.1548803e-10,1.1527623e-10
VTI1B,3.085446e-10,2.0153733e-10,3.032048e-10,3.401111e-11,1.628877e-10,2.371395e-10,2.1564427e-10,1.1460363e-10
GSTZ1,2.5508112e-10,2.0149006e-10,2.8742303e-10,3.400949e-11,1.6290262e-10,2.2328793e-10,2.1547077e-10,1.1459314e-10
KIAA0586,4.0818648e-10,2.0150312e-10,3.0467032e-10,3.415595e-11,1.628321e-10,2.5158386e-10,2.1544283e-10,1.1695318e-10
TMED8,6.9414996e-10,2.0324939e-10,3.4108835e-10,3.4462863e-11,1.6294426e-10,4.2385703e-10,2.1646762e-10,1.15680625e-10
AHSA1,2.5363542e-10,2.0150581e-10,2.8478458e-10,3.3983098e-11,1.6286907e-10,2.1645234e-10,2.1560725e-10,0.0007223352
DAAM1,2.537012e-10,2.0150619e-10,2.8441113e-10,3.3983098e-11,1.6287155e-10,2.2162425e-10,0.0008786976,1.1460888e-10
SPTLC2,3.4337888e-10,2.0146239e-10,0.0007417091,3.398206e-11,1.629601e-10,2.1660228e-10,2.1559492e-10,1.1458527e-10
RIN3,0.0006026427,2.0150735e-10,2.84524e-10,3.398245e-11,1.6273617e-10,2.1654031e-10,2.154613e-10,1.1458833e-10
LGMN,2.539055e-10,2.0153157e-10,2.8436772e-10,3.3982577e-11,1.6286907e-10,2.1627902e-10,0.0023539902,1.1461019e-10
ALKBH1,3.1440817e-10,2.0150351e-10,3.1049696e-10,3.4082476e-11,1.627641e-10,2.4721003e-10,2.1560562e-10,1.1564841e-10
ITPK1,2.6526367e-10,2.0151465e-10,2.8903877e-10,3.398297e-11,1.6280446e-10,0.000940299,2.1570104e-10,1.14615435e-10
PPM1A,3.7455009e-10,2.0477316e-10,3.2847475e-10,3.438499e-11,1.6469277e-10,3.0874653e-10,2.185961e-10,1.1460057e-10
GALNT16,2.5536737e-10,2.0153233e-10,2.8459454e-10,3.3990293e-11,1.6283427e-10,2.177123e-10,2.156237e-10,1.1555007e-10
ASB2,2.6420433e-10,2.0153001e-10,2.8448274e-10,3.3983098e-11,1.6286472e-10,2.1594927e-10,2.1542104e-10,1.14606255e-10
CEP128,4.1084056e-10,2.0150812e-10,2.845066e-10,3.408313e-11,1.6265828e-10,2.3332541e-10,2.1560889e-10,1.14601884e-10
ERH,2.5418265e-10,2.0150927e-10,2.8496716e-10,0.0011828139,1.6299151e-10,2.1677998e-10,2.1574466e-10,1.14615435e-10
HIF1A,2.5338975e-10,2.0153618e-10,2.845218e-10,3.3982577e-11,1.6285415e-10,2.1641892e-10,2.1561877e-10,0.0020098563
SUSD6,3.6342268e-10,2.014962e-10,2.8463198e-10,3.398219e-11,0.0010409422,2.1653453e-10,2.1558463e-10,1.14595326e-10
SRSF5,2.538251e-10,0.009071453,2.8440786e-10,3.3983226e-11,1.6288522e-10,2.1705637e-10,2.1592826e-10,1.145927e-10
EIF5,2.537467e-10,2.0154385e-10,2.8504324e-10,3.3983098e-11,0.004599019,2.1618952e-10,2.153664e-10,1.14602314e-10
DICER1,2.53618e-10,2.0147622e-10,2.8465588e-10,3.3982577e-11,1.6276007e-10,2.1662995e-10,0.0012352715,1.1462375e-10
ZFYVE21,2.5369248e-10,2.0159616e-10,2.8670957e-10,3.398316e-11,1.6276502e-10,2.1738451e-10,2.1582697e-10,1.1463468e-10
MTHFD1,2.9364253e-10,2.0306648e-10,2.9830768e-10,3.420354e-11,1.6509819e-10,2.3978156e-10,2.174658e-10,1.1723637e-10
TCL1A,3.7596154e-10,2.0150234e-10,2.8366565e-10,3.3981932e-11,1.627731e-10,2.1684532e-10,2.1552995e-10,1.14612375e-10
ZC3H14,3.9163522e-10,2.0147123e-10,3.0161976e-10,3.4052393e-11,1.6271164e-10,0.00019568276,2.156846e-10,1.14630735e-10
TELO2,2.581116e-10,2.0152079e-10,2.933766e-10,3.3984846e-11,1.628877e-10,2.2484271e-10,2.1580226e-10,1.14698105e-10
PCNX1,0.0005200811,2.0151118e-10,2.845739e-10,3.398219e-11,1.6274236e-10,2.1997759e-10,2.1554723e-10,1.14616316e-10
GSKIP,2.590279e-10,2.0147391e-10,3.840991e-10,3.3983292e-11,1.627995e-10,2.2290073e-10,2.1557435e-10,1.146115e-10
VRK1,4.9191445e-10,2.0150695e-10,2.9392158e-10,3.4149305e-11,1.6278023e-10,2.4682933e-10,2.1545926e-10,1.1461281e-10
PSMC1,2.5370314e-10,2.0146124e-10,2.8426306e-10,3.398219e-11,1.6278055e-10,2.162019e-10,0.0029166033,1.14601884e-10
PAPLN,2.5540148e-10,2.016996e-10,2.915375e-10,3.398251e-11,1.6349903e-10,2.2558241e-10,2.1570268e-10,1.1569783e-10
RPS6KA5,8.7170254e-10,2.0151734e-10,2.8433952e-10,3.4012147e-11,1.6263438e-10,0.0001572586,2.1562288e-10,1.14607566e-10
PPP4R3A,2.5495758e-10,2.0150695e-10,2.846325e-10,3.3982255e-11,1.6287e-10,2.1638508e-10,2.155867e-10,0.0005322535
C14orf93,2.6760538e-10,2.0149812e-10,2.8430588e-10,3.401604e-11,1.6295824e-10,2.4240915e-10,2.1568623e-10,1.14619376e-10
PSMB5,2.5409153e-10,0.0044839205,2.8444094e-10,3.3983226e-11,1.6286969e-10,2.1684532e-10,2.1557847e-10,1.1457435e-10
YY1,2.5350094e-10,2.0151003e-10,2.8445885e-10,0.00020787674,1.62847e-10,2.1660143e-10,2.1556615e-10,1.14614124e-10
ACIN1,4.044495e-10,2.014766e-10,3.0955555e-10,3.4078254e-11,1.6269612e-10,0.0006461249,2.1550364e-10,1.14595326e-10
CCNB1IP1,2.5382027e-10,2.0147622e-10,2.844735e-10,3.398206e-11,1.626862e-10,0.0008242725,2.1560644e-10,1.1461588e-10
TRIP11,2.5357447e-10,2.0147699e-10,0.0012039621,3.398232e-11,1.6267347e-10,2.716967e-10,2.1548681e-10,1.1461588e-10
ARHGAP5,2.7116295e-10,2.0150312e-10,4.1388995e-10,3.3983354e-11,1.6282899e-10,0.00090328034,2.1560644e-10,1.14583086e-10
CINP,2.9649816e-10,2.0478645e-10,2.9069128e-10,3.4077602e-11,1.6467266e-10,2.843878e-10,2.2016482e-10,1.2257055e-10
SRP54,2.536896e-10,2.0149274e-10,2.845348e-10,3.398271e-11,1.6268092e-10,2.1620808e-10,0.0020698707,1.1460669e-10
CHD8,3.989332e-10,2.0148506e-10,2.842701e-10,3.3983098e-11,1.628498e-10,0.00042002668,2.1558094e-10,1.14622e-10
NFKBIA,2.5386868e-10,2.0153733e-10,2.845728e-10,0.001932495,1.6306302e-10,2.1719386e-10,2.1567922e-10,1.14624185e-10
BRMS1L,2.7122812e-10,2.0223352e-10,3.1727507e-10,3.4071104e-11,1.6336126e-10,2.431621e-10,2.1805018e-10,1.1886926e-10
REC8,2.5653904e-10,2.016446e-10,2.8811845e-10,3.3992174e-11,1.627939e-10,2.2001327e-10,2.1638838e-10,1.1521117e-10
SEC23A,4.8280124e-10,2.0149543e-10,2.92069e-10,3.4066812e-11,1.6268403e-10,0.0009198275,2.1557642e-10,1.1459227e-10
PNN,2.5410413e-10,2.0150158e-10,2.842842e-10,3.3982837e-11,1.6279453e-10,2.1637021e-10,0.0028553698,1.1459008e-10
NFATC4,2.5355318e-10,2.0150888e-10,2.9300026e-10,3.398316e-11,1.6310595e-10,2.2328282e-10,2.1529781e-10,1.1464474e-10
PLTP,2.6983182e-10,2.0151003e-10,2.9018993e-10,3.4182216e-11,1.6284359e-10,2.1653908e-10,2.1551927e-10,1.1757093e-10
PCIF1,6.3237315e-10,2.0148928e-10,2.846119e-10,3.4322743e-11,1.6282278e-10,2.3357566e-10,2.1556285e-10,1.15283706e-10
GSS,2.9519578e-10,2.0153118e-10,5.8038235e-10,3.4105434e-11,1.6284359e-10,2.3912114e-10,2.1564467e-10,1.14595326e-10
TRPC4AP,3.2848538e-10,2.0146852e-10,2.8456143e-10,3.398245e-11,0.00062332617,2.1619201e-10,2.1555543e-10,1.1457828e-10
PYGB,2.5398106e-10,2.0146776e-10,0.0020289298,3.3983098e-11,1.626921e-10,2.1648457e-10,2.1560069e-10,1.14604506e-10
ABHD12,2.5326027e-10,2.0151388e-10,2.846841e-10,3.398297e-11,0.0016816731,2.1660847e-10,2.1551845e-10,1.1461281e-10
PROCR,2.5383673e-10,0.00079907954,2.842907e-10,3.3983098e-11,1.6262197e-10,2.165874e-10,2.1564756e-10,1.1461894e-10
GINS1,2.5884814e-10,2.0232226e-10,2.9190528e-10,3.4026552e-11,1.6300582e-10,2.2274985e-10,2.1658451e-10,1.1459576e-10
NINL,2.5333277e-10,2.0152657e-10,3.1989522e-10,3.4035965e-11,1.6280695e-10,0.00013453723,2.154979e-10,1.1460669e-10
